Metadata associated with the characterized prophages
Host AccesionNumber,PhageID,SpeciesID,GenusID,IsolationSource,Host,Country
GCA_031201845,CP096849.1||1,633,694,N/A,E. kobei,China
GCA_013784105,CP056393.1||0,634,695,Environmental,E. ludwigii,United Kingdom
GCA_030863745,CP115004.1||0,635,696,Animal,E. hormaechei,Thailand
GCA_019047105,CP077213.1||full,636,697,N/A,E. cloacae,Germany
GCA_025021485,CP104001.1||0,637,698,Environmental,E. roggenkampii,Hong Kong
GCA_001729745,CP017186.1||0,638,699,N/A,E. hormaechei,Germany
GCA_030179805,CP109692.1||2,639,640,Human,E. asburiae,USA
GCA_009707405,CP046116.1||0,640,700,Human,E. cloacae,China
GCA_013629455,CP058172.1||1,641,701,Environmental,E. hormaechei,United Kingdom
Isolate phage,OK210076.1,642,702,N/A,Isolate phage,Poland
GCA_018075005,CP072945.1||0,643,169,Clinical,E. hormaechei,N/A
GCA_018255815,CP073771.1||0,644,703,Animal,E. hormaechei,China
GCA_905338035,OW970320.1||1,645,96,Human,E. hormaechei,Spain
GCA_015135595,AP022431.1||0,646,704,N/A,E. kobei,Japan
GCA_009834325,CP034755.1||full_2,647,3,N/A,E. hormaechei,N/A
GCA_004684365,CP038471.1||1,648,360,Human,E. roggenkampii,India
GCA_015136055,AP022452.1||0,649,705,N/A,E. kobei,Japan
GCA_013625435,CP058157.1||0,650,706,Environmental,E. hormaechei,United Kingdom
GCA_013734275,CP056676.1||0,651,639,Environmental,E. hormaechei,United Kingdom
GCA_020695565,CP085734.1||0,652,707,Human,E. hormaechei,Czech Republic
GCA_027595125,CP096923.1||0,653,367,N/A,E. hormaechei,China
GCA_004684365,CP038471.1||0,654,708,Human,E. roggenkampii,India
GCA_002007805,CP019841.1||full,655,250,Environmental,E. roggenkampii,China
GCA_028743675,CP117993.1||0,656,642,Clinical,E. hormaechei,Denmark
GCA_905219305,OW849000.1||0,657,709,Human,E. hormaechei,Spain
GCA_013728935,CP056148.1||1,658,710,Environmental,E. roggenkampii,United Kingdom
GCA_031851435,CP134638.1||1,659,711,Animal,E. ludwigii,France
Isolate phage,MW032452.1,660,310,N/A,Isolate phage,India
GCA_019856235,CP082147.1||0.2,661,712,Human,E. kobei,China
GCA_023735075,AP025799.1||0,662,713,N/A,E. hormaechei,Japan
GCA_027886525,CP115689.1||1,663,714,Human,E. hormaechei,USA
GCA_023375585,CP095170.1||1,664,715,Animal,E. roggenkampii,China
Isolate phage,PQ864023.1,665,716,N/A,Isolate phage,India
GCA_001729785,CP017183.1||0,666,717,N/A,E. hormaechei,China
GCA_025398875,CP104726.1||full_1,667,395,Environmental,E. kobei,China
GCA_024917675,CP103751.1||3.2,668,718,Human,E. asburiae,USA
GCA_030863745,CP115004.1||1,669,265,Animal,E. hormaechei,Thailand
GCA_002208095,CP017990.1||0,670,367,N/A,E. asburiae,USA
GCA_027595525,CP074448.1||0,671,719,Human,E. asburiae,USA
GCA_041005335,CP163104.1||0,672,720,Human,E. hormaechei,China
GCA_029873395,CP123599.1||0,673,433,Animal,E. cloacae,Bangladesh
GCA_000801755,CP012999.1||0.1,674,721,Environmental,E. asburiae,China
GCA_013625795,CP058164.1||2,675,722,Environmental,E. hormaechei,United Kingdom
GCA_029718635,CP099308.1||0,676,723,Environmental,E. roggenkampii,United Kingdom
GCA_000807405,CP010365.1||full,677,250,Human,E. hormaechei,USA
GCA_001729805,CP017185.1||0,678,387,Human,E. roggenkampii,Germany
GCA_000770155,CP009756.1||0.2,679,724,N/A,E. cloacae,South Korea
GCA_027886525,CP115689.1||0,680,725,Human,E. hormaechei,USA
GCA_020695705,CP085774.1||0,681,638,Human,E. hormaechei,Czech Republic
GCA_008931525,CP042571.1||0,682,378,Environmental,E. hormaechei,Australia
GCA_905232805,OW849195.1||0,683,726,Human,E. kobei,Spain
GCA_013738375,CP056719.1||3,684,727,Environmental,E. hormaechei,United Kingdom
GCA_038069265,CP156939.1||1,685,728,Human,E. hormaechei,USA
GCA_015535675,CP063225.1||0,686,433,Human,E. hormaechei,Switzerland
GCA_032301015,CP135261.1||0,687,729,N/A,E. asburiae,China
GCA_003965345,CP036310.1||0,688,202,N/A,E. hormaechei,China
GCA_023195715,CP096187.1||3,689,730,Environmental,E. roggenkampii,Japan
GCA_019968765,CP074149.1||0,690,731,Environmental,E. asburiae,Japan
GCA_017347425,AP024498.1||2,691,732,N/A,E. asburiae,Japan
GCA_025502525,CP104976.1||1,692,733,Human,E. asburiae,China
GCA_035323845,CP139333.1||full,693,734,Environmental,E. hormaechei,Spain
GCA_030179035,CP109729.1||full,694,250,Environmental,E. roggenkampii,USA
GCA_002947755,CP026719.1||2,695,735,N/A,E. hormaechei,N/A
GCA_014169635,AP022228.1||0,696,736,N/A,E. asburiae,Japan
GCA_019973695,AP024281.1||0,697,312,N/A,E. asburiae,Japan
GCA_013734915,CP056691.1||2,698,737,Environmental,E. hormaechei,United Kingdom
GCA_032352615,CP135498.1||0,699,738,N/A,E. soli,Canada
GCA_031166305,CP133346.1||1,700,423,Clinical,E. asburiae,N/A
GCA_013733395,CP056168.1||0,701,739,Environmental,E. roggenkampii,United Kingdom
GCA_013750175,CP056560.1||0,702,740,Environmental,E. roggenkampii,United Kingdom
Isolate phage,PQ039552.1,703,741,N/A,Isolate phage,Kenya
GCA_017347425,AP024498.1||0,704,637,N/A,E. asburiae,Japan
GCA_026240695,CP110881.1||full_1,705,742,N/A,E. kobei,China
GCA_038727575,CP110098.1||0,706,743,N/A,E. asburiae,N/A
GCA_028198205,CP116350.1||full,707,744,Environmental,E. ludwigii,China
GCA_002968455,CP027142.1||0,708,745,N/A,E. hormaechei,N/A
GCA_013784105,CP056393.1||1,709,746,Environmental,E. ludwigii,United Kingdom
Isolate phage,MW464860.1,710,747,N/A,Isolate phage,Russia
GCA_013629455,CP058172.1||0.2,711,748,Environmental,E. hormaechei,United Kingdom
Isolate phage,NC_019524.2,712,749,N/A,Isolate phage,Latvia
GCA_014041955,CP059481.1||0,713,750,Human,E. kobei,Italy
GCA_030179635,CP109753.1||0,714,89,Environmental,E. roggenkampii,USA
GCA_013629455,CP058172.1||2,715,751,Environmental,E. hormaechei,United Kingdom
GCA_030444555,CP129497.1||1,716,364,N/A,E. asburiae,Czech Republic
GCA_040735515,CP138219.1||0,717,157,Human,E. hormaechei,United Kingdom
GCA_010319625,AP019818.1||0,718,633,Human,E. hormaechei,Japan
Isolate phage,OR508996.1,719,752,N/A,Isolate phage,China
GCA_029720995,CP099327.1||1,720,85,Environmental,E. ludwigii,United Kingdom
GCA_900324475,LT992502.1||0,721,192,Human,E. bugandensis,Tanzania
Isolate phage,KX452700.1,722,753,N/A,Isolate phage,N/A
GCA_025502525,CP104976.1||0.1,723,439,Human,E. asburiae,China
GCA_013629675,CP058175.1||0,724,378,Environmental,E. hormaechei,United Kingdom
GCA_018075245,CP072970.1||0.1,725,127,Clinical,E. hormaechei,N/A
GCA_025021485,CP104001.1||2,726,380,Environmental,E. roggenkampii,Hong Kong
GCA_013734275,CP056676.1||1,727,754,Environmental,E. hormaechei,United Kingdom
GCA_036080935,CP149841.1||0,728,755,Human,E. hormaechei,USA
GCA_019968825,CP074170.1||0,729,312,Environmental,E. roggenkampii,Japan
GCA_013739155,CP056766.1||0,730,119,Environmental,E. asburiae,United Kingdom
GCA_013375975,CP056119.1||0,731,756,N/A,E. ludwigii,N/A
GCA_005217155,CP054410.1||0.2,732,757,N/A,E. hormaechei,USA
GCA_023650875,CP091081.1||0,733,632,Environmental,E. roggenkampii,China
GCA_000224675,CP003026.1||0,734,758,N/A,E. soli,N/A
GCA_030166415,CP126341.1||1,735,325,Environmental,E. cloacae,China
GCA_042434935,CP170190.1||1,736,759,Animal,E. sichuanensis,China
GCA_035594185,CP141537.1||1,737,760,Human,E. hormaechei,United Kingdom
GCA_018140965,CP073310.1||1.2,738,761,Clinical,E. cloacae,Czech Republic
GCA_024918795,CP103722.1||1,739,215,Human,E. hormaechei,USA
GCA_029542705,CP110534.1||0,740,192,Environmental,E. roggenkampii,Thailand
GCA_019537275,JAIEUB010000001.1||1,741,157,Human,E. hormaechei,China
GCA_023023265,CP083834.1||1,742,762,Human,E. asburiae,China
GCA_007035645,AP019632.1||2,743,763,N/A,E. asburiae,Japan
GCA_020695725,CP085780.1||1,744,442,Human,E. hormaechei,Czech Republic
GCA_013873945,CP059422.1||2,745,177,Human,E. hormaechei,Czech Republic
GCA_016756655,AP023447.1||0,746,764,N/A,E. roggenkampii,Japan
GCA_002197345,CP021851.1||0,747,765,Human,E. sichuanensis,N/A
GCA_027271235,CP114571.1||2,748,406,Environmental,E. hormaechei,China
GCA_025398715,CP104691.1||0,749,766,N/A,E. hormaechei,USA
GCA_905219305,OW849000.1||1,750,767,Human,E. hormaechei,Spain
GCA_030406505,CP130342.1||0,751,768,N/A,E. cloacae,Senegal
GCA_023612875,CP039388.1||1,752,406,N/A,E. hormaechei,China
GCA_026109755,CP095276.1||2,753,313,Human,E. hormaechei,China
GCA_016864155,CP045451.1||0,754,769,N/A,E. hormaechei,Netherlands
GCA_030848345,CP126746.1||0,755,770,Human,E. hormaechei,Switzerland
GCA_031165635,CP133336.1||1,756,374,Clinical,E. hormaechei,N/A
GCA_024599655,CP102247.1||1,757,192,N/A,E. asburiae,South Africa
GCA_029639565,CP121269.1||0,758,92,Environmental,E. hormaechei,China
GCA_040892575,CP162156.1||0,759,771,Environmental,E. cloacae,Switzerland
GCA_003010695,CP027618.1||0,760,772,N/A,E. ludwigii,N/A
GCA_024917675,CP103751.1||1.1,761,773,Human,E. asburiae,USA
GCA_038627005,CP157335.1||0,762,774,Human,E. roggenkampii,USA
GCA_019968765,CP074149.1||1,763,439,Environmental,E. asburiae,Japan
GCA_011604705,CP050073.1||0,764,775,Environmental,E. kobei,Switzerland
GCA_031166165,CP133342.1||1,765,631,Clinical,E. hormaechei,N/A
GCA_013389415,CP058253.1||0,766,380,N/A,E. roggenkampii,China
GCA_019443845,CP050520.1||1,767,776,Environmental,E. asburiae,China
GCA_041004475,CP163090.1||1,768,247,Human,E. hormaechei,China
GCA_024917615,CP103611.1||2,769,777,Human,E. cloacae,USA
GCA_032248775,CP135147.1||1,770,778,Animal,E. kobei,China
GCA_003665375,CP032897.1||0,771,779,N/A,E. kobei,China
GCA_038627045,CP157233.1||2,772,338,Human,E. hormaechei,USA
GCA_008271405,CP043438.2||1,773,780,Animal,E. hormaechei,Poland
GCA_029718255,CP099310.1||0,774,781,Environmental,E. ludwigii,United Kingdom
GCA_031165635,CP133339.1||0,775,98,N/A,E. hormaechei,N/A
GCA_027595125,CP096923.1||1,776,782,N/A,E. hormaechei,China
GCA_024917315,CP103674.1||0,777,193,Human,E. hormaechei,USA
GCA_005217155,CP054410.1||0.1,778,157,N/A,E. hormaechei,USA
GCA_013046845,CP053190.1||1,779,338,Environmental,E. hormaechei,Egypt
GCA_013784105,CP056393.1||2,780,85,Environmental,E. ludwigii,United Kingdom
GCA_041110985,CP169594.1||0,781,783,Human,E. ludwigii,USA
GCA_024918795,CP103722.1||0,782,425,Human,E. hormaechei,USA
GCA_042434945,CP170191.1||0,783,784,Animal,E. hormaechei,China
GCA_008505035,CP043853.1||3,784,785,Human,E. hormaechei,United Kingdom
GCA_015137995,AP022510.1||1,785,369,N/A,E. hormaechei,Japan
GCA_030324195,CP106894.1||2,786,5,N/A,E. hormaechei,Israel
GCA_018596855,CP116249.1||1,787,786,Human,E. roggenkampii,China
GCA_016939555,CP070534.1||1,788,195,Human,E. hormaechei,Czech Republic
GCA_013615235,CP055883.1||0,789,119,Environmental,E. ludwigii,United Kingdom
GCA_024917775,CP103494.1||0,790,787,Human,E. hormaechei,USA
GCA_029834565,CP122442.1||2,791,788,N/A,E. ludwigii,Czech Republic
GCA_040834085,CP162155.1||1,792,789,Environmental,E. cloacae,Switzerland
GCA_019968765,CP074149.1||2,793,119,Environmental,E. asburiae,Japan
GCA_001521715,CP011863.1||2,794,391,Human,E. asburiae,N/A
GCA_029718885,CP099311.1||1,795,790,Environmental,E. ludwigii,United Kingdom
GCA_001729705,CP017180.1||1,796,162,N/A,E. hormaechei,Germany
Isolate phage,MZ669808.1,797,225,N/A,Isolate phage,China
GCA_023558885,CP097572.1||1,798,791,N/A,E. kobei,China
GCA_035323845,CP139334.1||0,799,792,Environmental,E. hormaechei,Spain
GCA_016745355,CP068287.1||1,800,793,N/A,E. hormaechei,China
GCA_016126855,CP065939.1||0.1,801,794,Human,E. hormaechei,Australia
GCA_000814125,CP010376.2||0,802,795,Human,E. hormaechei,USA
GCA_019203945,CP055276.1||0,803,193,N/A,E. mori,China
GCA_001729765,CP017181.1||2,804,796,Human,E. kobei,Japan
GCA_900322715,LT991954.1||0,805,797,Human,E. hormaechei,France
GCA_007035975,AP019634.1||0,806,798,N/A,E. vonholyi,Japan
GCA_025426135,CP104842.1||full_1,807,799,Human,E. cloacae,USA
GCA_013733395,CP056168.1||1,808,800,Environmental,E. roggenkampii,United Kingdom
GCA_038627095,CP157332.1||0,809,17,Human,E. hormaechei,USA
GCA_027920365,CP115874.1||0,810,801,Environmental,E. hormaechei,Hong Kong
GCA_030505295,CP129954.1||0,811,802,Environmental,E. asburiae,South Korea
GCA_013728935,CP056148.1||0,812,44,Environmental,E. roggenkampii,United Kingdom
GCA_019998725,CP083234.1||0,813,803,Human,E. hormaechei,China
GCA_021497605,CP071861.1||0,814,804,Animal,E. cloacae,China
GCA_015137855,AP022509.1||2,815,141,N/A,E. hormaechei,Japan
GCA_015136055,AP022452.1||2,816,805,N/A,E. kobei,Japan
GCA_014524505,CP048650.1||1,817,44,Clinical,E. roggenkampii,China
GCA_024917635,CP103642.1||1,818,806,Human,E. hormaechei,USA
GCA_004138605,CP032916.1||1,819,807,N/A,E. roggenkampii,China
GCA_003812145,CP033800.1||1,820,808,Human,E. roggenkampii,N/A
GCA_021869685,CP091481.1||0.1,821,809,Clinical,E. kobei,China
GCA_019047105,CP077211.1||0,822,217,N/A,E. cloacae,Germany
GCA_027595725,CP074548.1||1,823,810,Human,E. hormaechei,USA
GCA_023023065,CP083819.1||0,824,811,Human,E. roggenkampii,China
GCA_039906065,CP157072.1||1,825,812,Human,E. hormaechei,China
GCA_027595725,CP074548.1||2,826,425,Human,E. hormaechei,USA
GCA_005217155,CP054410.1||2,827,342,N/A,E. hormaechei,USA
GCA_009738085,CP033102.1||2,828,813,Human,E. hormaechei,China
GCA_014169295,AP022126.1||1,829,814,N/A,E. kobei,Japan
GCA_905232525,OW849201.1||0,830,35,N/A,E. hormaechei,N/A
GCA_020097195,CP083613.1||2,831,162,N/A,E. hormaechei,Germany
GCA_014041955,CP059481.1||3,832,385,Human,E. kobei,Italy
GCA_025426135,CP104836.1||0.2,833,815,Human,E. cloacae,USA
GCA_008931645,CP042551.1||1,834,369,Human,E. hormaechei,Australia
GCA_023023045,CP083815.1||0,835,816,Human,E. asburiae,China
GCA_030863645,CP114979.1||0,836,817,Animal,E. hormaechei,Thailand
GCA_013734275,CP056676.1||2,837,818,Environmental,E. hormaechei,United Kingdom
GCA_030717405,CP131998.1||7,838,625,Human,E. hormaechei,Thailand
GCA_014117285,CP059711.1||0,839,819,Human,E. hormaechei,China
GCA_019355415,CP049290.1||2,840,820,Human,E. hormaechei,China
GCA_900497145,LS999206.1||0,841,821,N/A,E. hormaechei,N/A
GCA_023023125,CP083828.1||0.1,842,313,Human,E. kobei,China
GCA_013733565,CP056174.1||4,843,822,Environmental,E. hormaechei,United Kingdom
GCA_003204095,CP029716.1||1,844,372,N/A,E. hormaechei,N/A
GCA_001729765,CP017181.1||1,845,823,Human,E. kobei,Japan
GCA_009930835,CP023571.1||0,846,35,N/A,E. hormaechei,N/A
GCA_016864115,CP045487.1||0,847,212,N/A,E. cloacae,Netherlands
GCA_013625435,CP058157.1||1,848,824,Environmental,E. hormaechei,United Kingdom
GCA_021496135,CP090909.1||0,849,825,Animal,E. hormaechei,China
GCA_008931545,CP042578.1||1,850,826,Human,E. kobei,Australia
GCA_016126855,CP065939.1||0.2,851,827,Human,E. hormaechei,Australia
GCA_013749735,CP056552.1||1,852,828,Environmental,E. ludwigii,United Kingdom
GCA_003428425,CP031726.1||1,853,102,N/A,E. hormaechei,China
GCA_028752775,CP115150.1||0.2,854,829,Human,E. hormaechei,India
GCA_023375605,CP095177.1||1,855,830,Animal,E. hormaechei,China
GCA_905217835,OW848812.1||2,856,140,Human,E. hormaechei,Spain
GCA_037217235,CP147668.1||0,857,831,Environmental,E. hormaechei,China
GCA_013375955,CP056118.1||2,858,832,N/A,E. hormaechei,N/A
GCA_041004125,CP163023.1||1,859,193,Human,E. hormaechei,China
GCA_905233065,OW849356.1||1,860,833,Human,E. hormaechei,Spain
GCA_019056615,CP077660.1||1,861,362,Clinical,E. hormaechei,China
GCA_041937165,CP154353.1||0,862,834,N/A,E. adelaidei,Australia
GCA_030717405,CP131998.1||1,863,835,Human,E. hormaechei,Thailand
GCA_905330285,OW968086.1||1,864,18,Human,E. hormaechei,Spain
GCA_905331265,OW968328.1||0,865,325,Human,E. cloacae,Spain
GCA_000512375,CP006580.1||1,866,836,N/A,E. ludwigii,N/A
GCA_019047945,CP077264.1||3,867,398,N/A,E. hormaechei,Germany
GCA_002055735,CP020053.1||0,868,837,N/A,E. hormaechei,N/A
GCA_008271405,CP043438.2||0,869,838,Animal,E. hormaechei,Poland
GCA_026240695,CP110873.1||0,870,839,N/A,E. kobei,China
GCA_035847925,CP142002.1||0,871,840,Animal,E. bugandensis,China
GCA_009184765,CP045064.2||1,872,44,N/A,E. roggenkampii,China
GCA_003071645,CP028950.1||0,873,305,N/A,E. ludwigii,N/A
GCA_002947755,CP026719.1||1,874,841,N/A,E. hormaechei,N/A
GCA_028743675,CP117993.1||1,875,842,Clinical,E. hormaechei,Denmark
GCA_013873515,CP059419.1||0,876,108,Human,E. hormaechei,Czech Republic
GCA_029873415,CP123601.1||1,877,843,Animal,E. hormaechei,Bangladesh
GCA_009738085,CP033102.1||1,878,844,Human,E. hormaechei,China
GCA_033130105,AP028420.1||1,879,845,N/A,E. asburiae,Japan
GCA_014490845,CP060737.1||0,880,846,Environmental,E. roggenkampii,China
GCA_030444535,CP129500.1||0,881,847,N/A,E. asburiae,Czech Republic
GCA_012974405,CP052870.1||0,882,848,Human,E. hormaechei,Italy
GCA_042434935,CP170190.1||0,883,849,Animal,E. sichuanensis,China
GCA_025426135,CP104836.1||0.1,884,850,Human,E. cloacae,USA
GCA_013046845,CP053190.1||2,885,851,Environmental,E. hormaechei,Egypt
GCA_030179035,CP109727.1||0,886,125,Environmental,E. roggenkampii,USA
GCA_024182025,AP025842.1||1,887,624,N/A,E. hormaechei,Japan
GCA_013782005,CP056126.1||1,888,44,Environmental,E. asburiae,United Kingdom
GCA_028198205,CP116347.1||1,889,852,N/A,E. ludwigii,China
GCA_020149545,CP083709.1||0,890,853,Human,E. asburiae,China
GCA_003665375,CP032897.1||1,891,854,N/A,E. kobei,China
GCA_003660125,CP032841.1||0,892,92,Clinical,E. hormaechei,Australia
GCA_040543265,CP159627.1||0,893,209,Clinical,E. hormaechei,China
GCA_031432835,CP133860.1||0.1,894,855,Environmental,E. hormaechei,United Kingdom
GCA_013635255,CP058187.1||3,895,408,Environmental,E. hormaechei,United Kingdom
GCA_030062075,CP112980.1||1,896,116,Human,E. hormaechei,India
GCA_035621635,CP141808.1||0,897,856,Environmental,E. hormaechei,China
GCA_013749735,CP056552.1||0,898,857,Environmental,E. ludwigii,United Kingdom
GCA_020695725,CP085780.1||0,899,858,Human,E. hormaechei,Czech Republic
GCA_003264955,CP030076.1||3,900,859,Human,E. hormaechei,China
GCA_020695685,CP085767.1||0,901,860,Human,E. hormaechei,Czech Republic
GCA_013635255,CP058187.1||1,902,861,Environmental,E. hormaechei,United Kingdom
GCA_029207635,CP118279.1||0,903,634,Animal,E. hormaechei,South Korea
GCA_003051945,CP028538.2||4,904,408,N/A,E. hormaechei,China
GCA_024218835,CP100388.1||0,905,862,Environmental,E. hormaechei,Hong Kong
GCA_030848045,CP126792.1||0,906,863,Human,E. hormaechei,Switzerland
GCA_029834565,CP122442.1||0,907,864,N/A,E. ludwigii,Czech Republic
GCA_018255815,CP073771.1||1,908,865,Animal,E. hormaechei,China
GCA_013615235,CP055883.1||2,909,866,Environmental,E. ludwigii,United Kingdom
GCA_041004465,CP163086.1||0,910,867,Human,E. hormaechei,China
GCA_021497625,CP071876.1||0,911,868,Animal,E. hormaechei,China
GCA_013738375,CP056719.1||2,912,350,Environmental,E. hormaechei,United Kingdom
GCA_019968765,CP074149.1||3,913,407,Environmental,E. asburiae,Japan
GCA_030848025,CP126788.1||0,914,869,Human,E. hormaechei,Switzerland
GCA_019048245,CP077308.1||0,915,870,N/A,E. hormaechei,Germany
GCA_040548635,CP159637.1||2,916,871,Clinical,E. hormaechei,China
GCA_013734915,CP056691.1||3,917,350,Environmental,E. hormaechei,United Kingdom
GCA_015136315,AP022465.1||1,918,44,N/A,E. roggenkampii,Japan
GCA_011396735,AP022628.1||1,919,621,N/A,E. asburiae,Japan
GCA_003965345,CP036310.1||1,920,128,N/A,E. hormaechei,China
GCA_019443845,CP050520.1||2,921,872,Environmental,E. asburiae,China
GCA_030324195,CP106894.1||1,922,873,N/A,E. hormaechei,Israel
GCA_039906065,CP157072.1||2,923,136,Human,E. hormaechei,China
GCA_023023665,CP083849.1||1,924,874,Human,E. hormaechei,China
GCA_003573505,CP032291.1||0,925,620,N/A,E. roggenkampii,N/A
GCA_030847865,CP126876.1||3,926,442,Human,E. hormaechei,Switzerland
GCA_039623865,CP115980.1||1,927,875,Human,E. asburiae,Poland
GCA_004006055,CP034769.1||1,928,345,Human,E. vonholyi,Canada
GCA_002237465,CP022532.1||1,929,876,Human,E. hormaechei,Australia
GCA_032600985,CP114033.1||0,930,877,Environmental,E. hormaechei,China
GCA_013731155,CP056155.1||0,931,878,Environmental,E. hormaechei,United Kingdom
GCA_001984825,CP043318.1||0,932,622,Human,E. chengduensis,China
GCA_005217155,CP054410.1||3,933,623,N/A,E. hormaechei,USA
GCA_003073995,CP029126.1||0,934,879,N/A,E. hormaechei,N/A
GCA_039906065,CP157072.1||0,935,880,Human,E. hormaechei,China
GCA_023375625,CP095180.1||0,936,44,Human,E. roggenkampii,China
GCA_021347605,CP086201.1||0,937,881,Clinical,E. roggenkampii,China
GCA_030847865,CP126876.1||0,938,882,Human,E. hormaechei,Switzerland
GCA_023023145,CP083830.1||0,939,223,Human,E. asburiae,China
GCA_003051945,CP028538.2||0,940,883,N/A,E. hormaechei,China
GCA_030179035,CP109727.1||2,941,619,Environmental,E. roggenkampii,USA
GCA_013635255,CP058187.1||0.1,942,884,Environmental,E. hormaechei,United Kingdom
GCA_038627045,CP157233.1||1,943,885,Human,E. hormaechei,USA
Isolate phage,OR753409.1,944,310,N/A,Isolate phage,Mexico
GCA_000770155,CP009756.1||0.1,945,886,N/A,E. cloacae,South Korea
GCA_001729725,CP017179.1||1,946,428,Human,E. hormaechei,Belgium
GCA_003940765,CP034336.1||0,947,887,Environmental,Isolate phage,USA
GCA_013635755,CP058196.1||0,948,888,Environmental,E. roggenkampii,United Kingdom
GCA_000724505,CP008824.1||0,949,889,Environmental,E. hormaechei,USA
GCA_013740195,CP056711.1||0,950,890,Environmental,E. asburiae,United Kingdom
GCA_014169815,AP022274.1||2,951,891,N/A,E. mori,Japan
GCA_024585325,CP097342.1||2,952,892,Human,E. hormaechei,Germany
GCA_003264955,CP030076.1||2,953,893,Human,E. hormaechei,China
GCA_030848085,CP126798.1||3,954,894,Human,E. hormaechei,Switzerland
GCA_000814205,CP010377.1||0,955,895,Human,E. hormaechei,USA
GCA_020097195,CP083613.1||0,956,162,N/A,E. hormaechei,Germany
GCA_028198205,CP116347.1||0,957,896,N/A,E. ludwigii,China
GCA_002787395,CP024812.1||0.1,958,897,Human,E. hormaechei,South Korea
GCA_040543265,CP159627.1||1,959,342,Clinical,E. hormaechei,China
GCA_002208095,CP017990.1||1,960,44,N/A,E. asburiae,USA
GCA_032302155,CP135270.1||2,961,630,Animal,E. hormaechei,Germany
GCA_018075245,CP072970.1||2,962,129,Clinical,E. hormaechei,N/A
GCA_028752775,CP115150.1||0.1,963,898,Human,E. hormaechei,India
GCA_030505295,CP129954.1||1,964,899,Environmental,E. asburiae,South Korea
GCA_041004125,CP163023.1||0,965,900,Human,E. hormaechei,China
GCA_014931695,CP053103.1||0,966,157,Human,E. hormaechei,Brazil
GCA_030179635,CP109753.1||1,967,125,Environmental,E. roggenkampii,USA
GCA_020540925,CP085080.1||0,968,337,Human,E. cloacae,South Africa
GCA_003254805,CP030007.1||1,969,134,Environmental,E. hormaechei,South Africa
GCA_031167025,CP133351.1||1,970,423,Clinical,E. asburiae,N/A
GCA_905334015,OW969620.1||0,971,901,Human,E. hormaechei,Spain
GCA_019048625,CP077392.1||1,972,902,N/A,E. hormaechei,Germany
GCA_013739595,CP056663.1||2,973,903,Environmental,E. hormaechei,United Kingdom
GCA_014169815,AP022274.1||1,974,904,N/A,E. mori,Japan
GCA_020971765,CP087390.1||2,975,905,Environmental,E. hormaechei,Pakistan
GCA_003051945,CP028538.2||2,976,906,N/A,E. hormaechei,China
GCA_013375955,CP056118.1||0,977,907,N/A,E. hormaechei,N/A
GCA_010692925,CP048736.1||1,978,908,Environmental,E. kobei,China
GCA_008931785,CP043766.1||1,979,909,Human,E. hormaechei,United Kingdom
GCA_032389435,CP135594.1||0,980,910,Human,E. hormaechei,Paraguay
GCA_011604705,CP050073.1||3,981,911,Environmental,E. kobei,Switzerland
GCA_030717405,CP131998.1||5,982,618,Human,E. hormaechei,Thailand
GCA_905233035,OW849382.1||2,983,912,Human,E. hormaechei,Spain
GCA_042434945,CP170191.1||1,984,913,Animal,E. hormaechei,China
GCA_009648915,CP045769.1||0,985,914,Environmental,E. cancerogenus,USA
GCA_021869685,CP091481.1||0.2,986,915,Clinical,E. kobei,China
GCA_035594185,CP141537.1||0,987,916,Human,E. hormaechei,United Kingdom
GCA_033802605,CP138440.1||0,988,917,Human,E. cloacae,Singapore
GCA_032302155,CP135270.1||0,989,918,Animal,E. hormaechei,Germany
GCA_040548635,CP159637.1||1,990,215,Clinical,E. hormaechei,China
GCA_023650875,CP091081.1||4,991,617,Environmental,E. roggenkampii,China
GCA_019443845,CP050520.1||0,992,919,Environmental,E. asburiae,China
GCA_028622735,CP117750.1||0,993,920,Human,E. hormaechei,USA
GCA_004151605,CP035633.1||2,994,44,Human,E. asburiae,China
GCA_020042625,CP083403.1||0,995,384,Environmental,E. bugandensis,China
GCA_023736015,AP025931.1||3,996,921,N/A,E. hormaechei,Japan
GCA_031432895,CP133859.1||2,997,922,Human,E. hormaechei,United Kingdom
GCA_019356035,CP079939.1||1,998,923,N/A,E. hormaechei,China
GCA_030179635,CP109753.1||2,999,924,Environmental,E. roggenkampii,USA
GCA_003071645,CP028950.1||1,1000,925,N/A,E. ludwigii,N/A
GCA_032202685,CP126850.1||0,1001,926,Human,E. hormaechei,Switzerland
GCA_020149545,CP083709.1||3,1002,616,Human,E. asburiae,China
GCA_001729705,CP017180.1||0,1003,162,N/A,E. hormaechei,Germany
GCA_031166165,CP133342.1||0,1004,362,Clinical,E. hormaechei,N/A
GCA_900322725,LT991957.1||1,1005,927,Human,E. hormaechei,France
GCA_013738375,CP056719.1||0.1,1006,76,Environmental,E. hormaechei,United Kingdom
GCA_005217155,CP054410.1||1,1007,928,N/A,E. hormaechei,USA
GCA_040834065,CP162150.1||0,1008,305,Environmental,E. asburiae,Switzerland
GCA_008505035,CP043853.1||2,1009,354,Human,E. hormaechei,United Kingdom
GCA_025999975,AP026886.1||0,1010,929,N/A,E. asburiae,Japan
